Trip nr,Date,Port,Boat,Area,Latt,Long,Depth (fa),Depth (m),Nights,Set,Number Nets,Net Length,Mesh size (inch),Hight of nets (number of mesh),Number of lumpfish,Birds,BLGU,COEI,GRCO,EUSH,ATPU,COMU,LTDU,RAZO,Mammals,Species
18,19/05/2016,Kopasker,Straumur EA,E,66.2484,16.3324,2,3.76,2,7,7,62,10.5,12,60,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2446,16.3266,3,5.64,2,8,7,62,10.5,12,45,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2429,16.3262,2,3.76,2,9,7,62,10.5,12,53,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2412,16.3251,3,5.64,2,10,7,62,10.5,12,110,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2399,16.3224,3,5.64,2,11,7,62,10.5,12,38,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2022,16.3125,6,11.28,2,12,7,62,10.5,12,50,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.2021,16.2996,4,7.52,2,13,7,62,10.5,12,48,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.196,16.296,3,5.64,2,14,7,62,10.5,12,70,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.1837,16.2898,3,5.64,2,15,7,62,10.5,12,50,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.1828,16.2903,3,5.64,2,16,7,62,10.5,12,45,0,0,0,0,0,0,0,0,0,0,
18,19/05/2016,Kopasker,Straumur EA,E,66.1815,16.2868,5,9.4,2,17,7,62,10.5,12,80,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2571,16.3424,10.7,20.116,2,1,6,72,10.5,12,130,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2602,16.3384,4.1,7.708,2,2,6,72,10.5,12,75,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2627,16.3471,10.3,19.364,2,3,6,72,10.5,12,34,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2662,16.3474,7.8,14.664,2,4,4,72,10.5,12,38,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2695,16.3516,9.2,17.296,2,5,5,72,10.5,12,28,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2707,16.3519,8.8,16.544,2,6,6,72,10.5,12,30,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2725,16.3555,9.7,18.236,2,7,6,72,10.5,12,40,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2735,16.352,9.8,18.424,2,8,6,72,10.5,12,32,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2815,16.3509,10.5,19.74,2,9,6,72,10.5,12,30,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2828,16.3502,8.6,16.168,2,10,6,72,10.5,12,38,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2853,16.3563,9.7,18.236,2,11,6,72,10.5,12,40,0,0,0,0,0,0,0,0,0,0,
19,20/05/2016,Raufarhofn,Kristinn ÞH,E,66.2891,16.3558,11.5,21.62,2,12,6,72,10.5,12,20,0,0,0,0,0,0,0,0,0,0,
